beryllium, animal brooch, seductress, tall, narrow hips, triangular face, fair skin, dark brown hair, coral eyes, long nose, thick lips, round chin, long hair, thick hair, formal braided updo, round breasts, hoop earrings, silver, velvet lipstick, purple velvet bra and panty set with lace trim
silver, cocktail brooch, diva, short, firm, round face, olive skin, black hair, hazel eyes with green flecks, short nose, thick lips, prominent chin, long hair, coarse hair, stacked bob, saggy breasts, faux gauge earrings, gloss, gloss lipstick, blue strappy bodysuit with cutouts
silver, cocktail brooch, escort, short, lean, oval face, tan skin, gray hair, hazel eyes with green flecks, wide nose, pouty lips, receding chin, shoulder-length hair, wavy hair, middle part bangs, soft breasts, clip-on earrings, rust, velvet lipstick, charcoal sheer bra and panty set
silver, cocktail brooch, gal, tall, thin, triangular face, tan skin, auburn hair, peach eyes, wide nose, full lips, sharp chin, long hair, straight hair, swept bangs, round breasts, huggie earrings, grape, velvet lipstick, pink lace chemise with ruffle details
silver, cocktail brooch, songstress, average height, wide hips, square face, dark skin, blonde hair, turquoise eyes, wide nose, full lips, receding chin, long hair, curly hair, waterfall braid, soft breasts, faux gauge earrings, magenta, cream lipstick, navy blue satin garter belt with suspenders
silver, cocktail ring, heiress, tall, slim, square face, fair skin, chestnut hair, gold eyes, narrow nose, full lips, round chin, long hair, wavy hair, dutch braid, saggy breasts, huggie earrings, soft pink, sheer lipstick, yellow mesh bralette and high-waisted panty set
silver, cuff bracelet, countess, average height, in shape, triangular face, tan skin, brunette hair, jade eyes, [[curved nose]], full lips, sharp chin, shoulder-length hair, coarse hair, high messy bun, full breasts, drop earrings, pink, satin lipstick, blue satin and lace cami and short set
silver, cuff bracelet, starlet, tall, slim, round face, fair skin, gray hair, dark brown eyes, straight nose, full lips, prominent chin, long hair, curly hair, donut bun, full breasts, hoop earrings, light pink, stain lipstick, mint green mesh teddy
silver, cuff bracelet, superwoman, average height, in shape, heart-shaped face, olive skin, strawberry blonde hair, amber eyes, [[curved nose]], pouty lips, round chin, shoulder-length hair, straight hair, stacked bob, augmented breasts, cuff earrings, gloss, matte lipstick, purple velvet bra and panty set with lace trim
silver, flower brooch, seductress, average height, skinny, round face, dark skin, brunette hair, turquoise eyes, [[curved nose]], full lips, sharp chin, long hair, thick hair, tapered afro, natural breasts, clip-on earrings, orange, stain lipstick, black mesh bodysuit with embroidered flowers
silver, flower brooch, superwoman, short, narrow hips, triangular face, dark skin, red hair, hazel eyes with green flecks, straight nose, thin lips, round chin, shoulder-length hair, coarse hair, afro, augmented breasts, stud earrings, golden, sheer lipstick, black mesh bodysuit with embroidered flowers
silver, friendship bracelet, madame, average height, wide hips, round face, dark skin, black hair, green eyes, wide nose, thick lips, receding chin, long hair, coarse hair, fishbone braid, asymmetrical breasts, drop earrings, pink, cream lipstick, purple velvet robe with fur trim
silver, friendship bracelet, songstress, short, slim, triangular face, tan skin, auburn hair, jade eyes, straight nose, full lips, sharp chin, long hair, fine hair, high messy bun, augmented breasts, huggie earrings, rust, gloss lipstick, white satin and lace bra and panty set
silver, friendship bracelet, superwoman, tall, thin, square face, tan skin, chestnut hair, sapphire eyes, straight nose, thick lips, round chin, long hair, coarse hair, voluminous waves, perky breasts, huggie earrings, green, satin lipstick, blue strappy bodysuit with cutouts
silver, friendship bracelet, woman, short, lean, oval face, olive skin, auburn hair, coral eyes, narrow nose, full lips, round chin, shoulder-length hair, coarse hair, frohawk, small breasts, hoop earrings, lavender, metallic lipstick, black leather bralette and panty set
silver, locket necklace, mistress, short, firm, triangular face, fair skin, platinum blonde hair, sapphire eyes, [[curved nose]], pouty lips, sharp chin, shoulder-length hair, coarse hair, sleek waves, firm breasts, drop earrings, golden, matte lipstick, white satin and lace bra and panty set
silver, locket necklace, siren, tall, wide hips, oval face, olive skin, honey blonde hair, grey eyes, long nose, full lips, receding chin, long hair, straight hair, curled bob, round breasts, huggie earrings, rust, satin lipstick, blue sheer babydoll with satin trim
silver, multi-strand necklace, charmer, short, narrow hips, diamond-shaped face, dark skin, red hair, brown eyes, long nose, thin lips, receding chin, shoulder-length hair, thick hair, tousled waves, round breasts, dangle earrings, silver, cream lipstick, green sequin slip dress with thigh-high slits
silver, multi-strand necklace, maven, average height, skinny, round face, dark skin, auburn hair, blue eyes, [[curved nose]], thick lips, round chin, long hair, coarse hair, curly afro, round breasts, faux gauge earrings, golden, sheer lipstick, yellow mesh bralette and high-waisted panty set
silver, multi-strand necklace, visionary, tall, skinny, triangular face, fair skin, dark brown hair, amber eyes, narrow nose, thick lips, receding chin, long hair, fine hair, dutch braid, perky breasts, clip-on earrings, plum, sheer lipstick, black mesh bodysuit with embroidered flowers
silver, necklace, artist, tall, in shape, round face, dark skin, honey blonde hair, purple eyes, wide nose, pouty lips, receding chin, long hair, curly hair, side french braid, asymmetrical breasts, drop earrings, red, stain lipstick, red mesh chemise with strappy back detail
silver, necklace, babe, tall, slim, triangular face, fair skin, strawberry blonde hair, black eyes, long nose, thin lips, sharp chin, shoulder-length hair, fine hair, french braid, full breasts, threader earrings, brown, velvet lipstick, gold strappy bodysuit
silver, necklace, heiress, average height, slim, round face, tan skin, red hair, jade eyes, [[curved nose]], full lips, sharp chin, shoulder-length hair, thick hair, long wavy hair, augmented breasts, clip-on earrings, golden, metallic lipstick, black leather bralette and panty set
silver, pearl necklace, woman, average height, wide hips, heart-shaped face, fair skin, chestnut hair, aquamarine eyes, short nose, thick lips, prominent chin, shoulder-length hair, straight hair, double braided crown, firm breasts, faux gauge earrings, hot pink, gloss lipstick, brown strappy bodysuit
silver, pendant, babe, short, narrow hips, square face, dark skin, white hair, blue eyes with green flecks, straight nose, thick lips, round chin, long hair, wavy hair, fauxhawk, firm breasts, faux gauge earrings, burgundy, satin lipstick, pink floral corset
silver, statement necklace, belle, tall, thin, oval face, tan skin, blonde hair, light blue eyes, straight nose, thin lips, round chin, shoulder-length hair, fine hair, wavy layered bob, full breasts, dangle earrings, orange, metallic lipstick, cream sequin bra and pant set
silver, statement necklace, enchantress, short, fit, oval face, tan skin, dark brown hair, peach eyes, long nose, pouty lips, prominent chin, long hair, straight hair, long curly hair, perky breasts, drop earrings, red, cream lipstick, red lace bra and panty set with garter belt
silver, tassel necklace, dame, short, toned, round face, fair skin, white hair, purple eyes, straight nose, pouty lips, receding chin, long hair, thick hair, braided half up, round breasts, faux gauge earrings, fuchsia, cream lipstick, blue satin and lace cami and short set
silver, tassel necklace, heiress, short, toned, round face, dark skin, chestnut hair, amber eyes, short nose, pouty lips, sharp chin, shoulder-length hair, curly hair, wavy bob, soft breasts, dangle earrings, rose, stain lipstick, olive green mesh garter belt with stockings
silver, tennis bracelet, starlet, short, thin, heart-shaped face, olive skin, black hair, amber eyes, wide nose, full lips, prominent chin, shoulder-length hair, fine hair, straight bob, small breasts, dangle earrings, coral, cream lipstick, lavender lace bra and panty set
silver, tennis necklace, baroness, short, wide hips, square face, fair skin, honey blonde hair, green eyes, straight nose, pouty lips, receding chin, shoulder-length hair, thick hair, afro, perky breasts, huggie earrings, soft pink, metallic lipstick, purple velvet robe with fur trim
silver, tennis necklace, female warrior, tall, in shape, oval face, tan skin, platinum blonde hair, pink eyes, straight nose, thick lips, round chin, long hair, fine hair, frohawk, soft breasts, clip-on earrings, rust, metallic lipstick, green satin and lace garter belt with matching thong
silver, toe ring, dame, tall, slim, round face, fair skin, golden blonde hair, blue eyes, straight nose, full lips, receding chin, long hair, fine hair, blunt bangs, natural breasts, cuff earrings, fuchsia, stain lipstick, purple velvet slip with lace trim
silver, toe ring, enchantress, average height, athletic, square face, fair skin, silver hair, gold eyes, short nose, pouty lips, receding chin, shoulder-length hair, thick hair, voluminous waves, round breasts, dangle earrings, lavender, matte lipstick, blue sheer babydoll with satin trim
silver, toe ring, woman, tall, fit, heart-shaped face, olive skin, light brown hair, amber eyes, wide nose, full lips, receding chin, long hair, curly hair, angled bob, natural breasts, clip-on earrings, magenta, matte lipstick, white satin and lace bra and panty set
silver, toggle bracelet, baroness, tall, wide hips, round face, tan skin, chestnut hair, pink eyes, long nose, full lips, round chin, long hair, coarse hair, low chignon, firm breasts, hoop earrings, plum, velvet lipstick, black lace bustier
silver, toggle bracelet, goddess, average height, lean, diamond-shaped face, olive skin, chestnut hair, light blue eyes, short nose, full lips, sharp chin, shoulder-length hair, wavy hair, wavy layered bob, augmented breasts, hoop earrings, silver, satin lipstick, ivory lace teddy
silver, toggle bracelet, temptress, average height, toned, triangular face, fair skin, red hair, blue eyes, narrow nose, thick lips, receding chin, long hair, fine hair, fishtail crown braid, soft breasts, huggie earrings, coral, cream lipstick, white satin and lace bra and panty set
silver, torc necklace, temptress, tall, wide hips, triangular face, fair skin, golden blonde hair, dark brown eyes, long nose, thin lips, prominent chin, long hair, coarse hair, messy beach waves, small breasts, cuff earrings, coral, gloss lipstick, black sheer teddy with floral applique
silver, vintage brooch, femme fatale, short, slim, square face, tan skin, strawberry blonde hair, purple eyes, short nose, full lips, prominent chin, shoulder-length hair, coarse hair, low messy bun, augmented breasts, cuff earrings, beige, cream lipstick, black leather bralette and panty set
silver, watch bracelet, babe, average height, skinny, round face, tan skin, honey blonde hair, gray eyes, wide nose, thick lips, sharp chin, shoulder-length hair, fine hair, frohawk, saggy breasts, drop earrings, cherry, velvet lipstick, red mesh chemise with strappy back detail
